,url,description,gpt3_description
4021,https://abcnews.go.com/US/wireStory/latest-rescuer-ship-crewmen-65509496,"One of the rescue coordinators who helped save four crew members from an overturned ship off the Georgia coast says the men are ""doing well"" after being trapped aboard the ship for more than a day","One of the latest rescues from a ship that capsized off the Georgia coast last week has been found alive in a marsh. The man, who has not been identified, was found by a search team on Sunday."
4022,https://www.newsweek.com/john-bolton-resigns-trump-says-fired-1458560,"""I offered to resign last night and President Trump said, 'Let's talk about it tomorrow,'"" Bolton tweeted 12 minutes after Trump published a tweet implying the National Security Adviser was fired.","I offered to resign last night and President Trump said, ""Let's talk about it tomorrow."""
4023,https://www.cnn.com/politics/live-news/john-bolton-trump-resign/index.html,"President Trump announced that he asked his national security adviser John Bolton to resign, an hour before Bolton was supposed to hold a briefing with Secretary of State Mike Pompeo and Treasury Secretary Steve Mnuchin. Follow here for the latest.","President Trump has announced that John Bolton will resign from his position as National Security Advisor, effective immediately. In a tweet, Trump said he ""disagreed strongly with many of his suggestions."""
4024,https://www.cbsnews.com/news/trump-fires-john-bolton-his-services-are-no-longer-needed-at-the-white-house/,"President Trump wrote on Twitter that he ""disagreed strongly with many of his suggestions""","President Trump has fired John Bolton, his national security adviser. Bolton was known for his hard-line views on Iran, North Korea and Afghanistan."
4025,https://www.nytimes.com/2019/09/10/nyregion/nyc-shrinking-population.html,Tuesday: The Census Bureau says there might be 8.4 million people in New York City. That number used to be higher.,"The article discusses how the population of New York City has been slowly shrinking over the past few years. It attributes this to a number of factors, including the high cost of living, the declining birth rate, and the increasing number of people moving to the suburbs."
4026,https://www.irishtimes.com/news/ireland/irish-news/dup-believes-there-will-be-no-border-in-the-irish-sea-1.4013654,Nigel Dodds leaves open the possibility of some ‘arrangements’ with the EU,"Nigel Dodds, the deputy leader of the DUP, has said that he believes there will be no border in the Irish Sea after Brexit. He was speaking after a meeting with the Brexit secretary, Stephen Barclay."
4027,https://www.irishtimes.com/news/ireland/irish-news/beef-dispute-creed-asks-all-sides-not-to-escalate-1.4013667,"All sides in the beef dispute should reflect carefully on their position to avoid escalating the current confrontation between producers and processors, Minister for Agriculture Michael Creed said on Tuesday. Speaking after the collapse of talks due to take p…",All sides are being asked not to escalate the beef dispute by Minister for Agriculture Michael Creed. He has asked for calm and for all sides to work together to find a resolution.
4028,https://www.businessinsider.com/majority-of-americans-think-next-recession-next-year-trade-war-2019-9,"Americans have grown increasingly concerned the trade war with China will raise prices and tip the economy into a recession. Six in 10 Americans say a recession is likely in the next year, according to an ABC News/Washington Post poll released Tuesday. About …","Americans have become increasingly worried about the economy, with many believing that a recession will happen within the next year. This is due to concerns about the trade war, as well as other factors."
4029,https://www.businessinsider.com/what-does-vsco-girl-mean-gen-z-trend,"VSCO girls are the new Gen Z trend taking over social media. The internet has been hating on the VSCO girl's laidback aesthetic, which includes everything from Brandy Melville crop tops to scrunchies and Hydro Flask water bottles. I don't hate the VSCO girl, …",VSCO girls are a group of trend-setting teenage girls. They are known for their unique sense of style and their love of social media.
4030,https://www.irishtimes.com/news/world/uk/what-next-for-boris-johnson-after-another-commons-defeat-1.4013596,Can parliament trump Johnson in the war over no deal?,Can parliament stop Boris Johnson from taking the UK out of the EU on October 31st? That is the question MPs will be asking themselves after the Prime Minister's latest defeat in the House of Commons.
4031,https://www.newsweek.com/fiba-world-cup-2019-draw-schedule-team-usa-1458441,"The quarterfinals get underway on Tuesday when Serbia takes on Argentina, while Team USA faces France a day later.","The quarterfinals of the FIBA World Cup are set to begin on September 10. The United States will face off against France, while Australia will take on Czech Republic."
4032,https://www.irishtimes.com/news/world/europe/kremlin-calls-reports-of-us-spy-in-putin-s-office-pulp-fiction-1.4013680,Spokesman says official identified in reports worked at low level but was fired in 2017,"Spokesman says the Kremlin has called reports that the U.S. has a spy in Russian President Vladimir Putin's office ""pulp fiction."" He says the reports are an attempt to undermine U.S.-Russia relations."
4033,https://www.businessinsider.com/f-35s-and-f-15s-bombed-iraqi-island-isis-2019-9,"US Air Force F-15 Strike Eagles and F-35 Lightning II aircraft dropped 80,000 pounds of bombs on an island in Iraq's Salah al-Din province believed to be used as a transit point for ISIS fighters between Syria and Iraqi cities. ""We're denying Daesh the abilit…","US Air Force F-35s and F-15s bombed an ISIS-held island in Iraq on September 10, 2019. The bombing was in response to an ISIS attack on a base housing US and Iraqi forces."
4034,https://abcnews.go.com/Business/lyft-announces-policy-women-sue-alleged-sexual-assault/story?id=65510841,Lyft has announced changes in its safety policies following a lawsuit filed by 14 woman alleging that the company did not do enough to protect them from sexual assault.,Lyft has announced a new policy that will allow women who have been sexually assaulted by their drivers to sue the company. The policy comes after several women have come forward with allegations of sexual assault by Lyft drivers.
4035,http://feeds.reuters.com/~r/reuters/topNews/~3/1skWU26ehGM/israels-netanyahu-announces-post-election-plan-to-annex-west-banks-jordan-valley-idUSKCN1VV21L,"Israeli Prime Minister Benjamin Netanyahu announced his intention on Tuesday to annex the Jordan Valley, a large swathe of the occupied West Bank, if he wins next week's election in a closely contested race.","Israeli Prime Minister Benjamin Netanyahu said on Tuesday he would annex the Jordan Valley, a large swathe of the occupied West Bank, if he wins a closely contested election.
The Jordan Valley makes up around a third of the occupied West Bank and Israel has long sought to keep it under any future peace deal with the"
4036,https://www.cbsnews.com/video/john-bolton-out-as-trumps-national-security-adviser/,"President Trump has ousted John Bolton from his position as national security adviser. The president said on Twitter that Bolton's services were ""no longer needed at the White House."" CBS News White House correspondent Paula Reid joined CBSN to discuss the br…",President Trump has announced that John Bolton is no longer his National Security Adviser. This comes after disagreements on a number of key foreign policy issues.
4037,https://in.reuters.com/article/japan-trade-southkorea-wto-idINKCN1VV26T,The World Trade Organization (WTO) Appellate Body on Tuesday broadly upheld an April 2018 panel ruling against South Korea's anti-dumping duties on imports of pneumatic valves from Japan.,The World Trade Organization (WTO) has ruled that Japan has not complied with an international court order to remove certain trade restrictions on South Korea. This ruling could lead to more trade tensions between the two countries.
4038,https://www.newsweek.com/pokemon-go-raid-boss-update-deoxys-forms-counters-bosses-1458507,"Most of the Raid Bosses are either Ghost, Bug or Dark-type.",Most of the article is about the different forms of Deoxys and how to counter them when they are a raid boss in Pokémon GO.
4039,https://abcnews.go.com/Politics/trump-fires-national-security-adviser-john-bolton/story?id=65512257,President Trump on Tuesday tweeted that he had fired National Security Adviser John Bolton amid conflict among his foreign policy team over Afghanistan and other matters.,"President Trump has fired National Security Adviser John Bolton, citing disagreements on many key issues. Bolton was a controversial figure in the Trump administration."
4040,https://www.nytimes.com/2019/09/10/reader-center/afghanistan-casualty-report.html,"President Trump has dominated headlines in the U.S. over a canceled Camp David peace summit. In Afghanistan, civilians and security officers keep dying. Our two reporters explain how they keep track.",President Trump is facing criticism for his decision to withhold information about American casualties in Afghanistan. The move is seen as an effort to keep the public in the dark about the true cost of the war.
4041,https://www.reuters.com/article/us-ibm-germany-idUSKCN1VV20A,IBM is joining forces with a German research institute to explore the potential of quantum computing in a project that the government in Berlin will back to the tune of 650 million euros ($717 million) over two years.,"IBM is expanding its cloud business in Germany, adding data centers and hiring staff in a move to tap into a growing market for remote computing services.

The company said on Tuesday it would open two data centers in the German cities of Frankfurt and Stuttgart by the end of 2019, its first such"
4042,https://www.businessinsider.com/apple-arcade-launch-price-release-date-2019-9,"Apple's first-ever video game subscription service, Apple Arcade, is scheduled to arrive on September 19. The service costs $5 per month, but the first month is free. For the $5 monthly subscription, Apple Arcade subscribers will get access to ""over 100"" game…","Apple's first-ever game subscription service, Apple Arcade, will launch on September 19th. The service will cost $4.99 per month and will feature over 100 new and exclusive games."
4043,https://www.aljazeera.com/news/2019/09/michael-schumacher-paris-hospital-secret-treatment-190910073047326.html,Schumacher suffered a near-fatal brain injury in 2013 skiing accident in French Alps and not been publicly seen since.,"Schumacher suffered a brain injury in a skiing accident in 2013 and has been receiving treatment at the Paris hospital since September of last year. The hospital has been tight-lipped about Schumacher's condition, but his wife has said he is ""fighting."""
4044,https://www.newsweek.com/ghahraman-ilhan-omar-refugees-iran-somalia-1458477,"Golriz Ghahraman said she ""swapped notes"" with the U.S. congresswoman.","Golriz Ghahraman is a New Zealand politician who, as a child, was a refugee from Iran. She is now the country's first member of parliament who was born in Iran and the first refugee elected to New Zealand's parliament."
4045,https://www.bbc.co.uk/news/av/world-middle-east-49653409/shia-muslim-pilgrims-mark-ashura-in-iraq-s-karbala,Hundreds of thousands of Shia Muslims have gathered for the holy day in the Iraqi city.,"Hundreds of Shia Muslims have gathered in the Iraqi city of Karbala to mark Ashura. The religious festival commemorates the death of Imam Hussein, the grandson of the Prophet Muhammad."
4046,https://www.irishtimes.com/news/world/europe/penny-finally-dropping-for-uk-on-brexit-says-phil-hogan-1.4013645,EU trade commissioner nominee believes probability of deal is rising,"The article discusses how the EU trade commissioner, Phil Hogan, believes that the UK is finally starting to realize the consequences of Brexit. He states that the UK will not be able to have the same trade relationship with the EU as it does now, and that they will need to make some concessions."
4047,https://www.cnn.com/2019/09/10/us/harvest-moon-friday-the-13th-scn-trnd/index.html,"This Friday the 13th, a cratered Jack-O-Lantern will light up the sky.","This Friday, the 13th, will be a harvest moon. This means that the moon will be full and bright."
4048,https://www.nytimes.com/2019/09/10/dining/mission-ceviche-review-pete-wells.html,"Mission Ceviche, which began as a counter in a food hall, has grown into a full restaurant on the Upper East Side.","Mission Ceviche is a new restaurant in Brooklyn that specializes in Peruvian cuisine. The restaurant has a casual atmosphere, and the menu features a variety of ceviches, as well as other traditional Peruvian dishes."
4049,https://www.bbc.co.uk/news/world-us-canada-49642662,"The boy, 4, was taken from the Florida couple after they skipped his chemotherapy and fled the state.","The boy, who was not named in the report, was found by police in the early hours of Saturday in the city of Gary. He was taken to hospital in a critical condition and later pronounced dead."
4050,https://www.cbsnews.com/video/9919-cbsn-evening-news/,Trump says Taliban peace talks are 'dead'; Alex Trebek returning to 'Jeopardy!',"Trump says that he will not be attending the White House Correspondents' Dinner this year. He also says that the media is ""the enemy of the American people."""
4051,https://af.reuters.com/article/worldNews/idAFKCN1VV21P,Israeli Prime Minister Benjamin Netanyahu announced his intention on Tuesday to annex the Jordan Valley in the occupied West Bank if he wins next week's general election.,Israeli Prime Minister Benjamin Netanyahu said on Tuesday that he would annex the Jordan Valley in the occupied West Bank if he is re-elected next week. The Jordan Valley makes up around a third of the occupied West Bank and is considered by Israel to be a strategic military asset.
4052,https://www.cnn.com/2019/09/10/politics/house-oversight-subcommittee-cbw-letters/index.html,The chairman of a House Oversight subcommittee is seeking answers after it took the Trump administration nearly nine months to impose legally mandated sanctions on Russia for its use of chemical weapons.,The chairman of the House Oversight Subcommittee on Civil Rights and Civil Liberties has sent letters to the Trump administration asking for information on the government's use of chemical and biological weapons. The letters come after reports that the administration is considering using chemical weapons against migrants.
4053,https://www.bbc.co.uk/news/uk-england-oxfordshire-49650226,What do shoppers think of the massive newly-opened charity store in Oxford?,What do you do when you find a lost dog? This woman in England put up signs and searched for the owner for two weeks before finally taking the dog in as her own.
4054,https://www.wsj.com/articles/mnuchin-top-administration-officials-to-testify-on-fannie-and-freddie-overhaul-effort-11568109601,"Mnuchin, Top Administration Officials to Testify on Fannie and Freddie Overhaul Effort The Wall Street Journal Steven Mnuchin: Trade tensions haven't impacted US economy Fox Business Trump faces tough path to Fannie Mae, Freddie Mac overhaul | TheHill The Hil…","Mnuchin, Top Administration Officials to Testify on Fannie and Freddie Overhaul Effort: The Trump administration is pressing ahead with its effort to overhaul Fannie Mae and Freddie Mac, the mortgage-finance giants that were bailed out by taxpayers during the financial crisis."
4055,https://www.cbsnews.com/news/sarah-todd-palin-divorce-former-alaska-governor-husband-apparently-files-citing-incompatibility-of-temperament/,"Court documents say the couple's ""incompatibility"" makes it ""impossible to live together as husband and wife""","Court documents show that Sarah Palin's husband, Todd, has filed for divorce after 31 years of marriage, citing an ""incompatibility of temperament"". The couple has five children together."
4056,https://www.cnn.com/videos/travel/2019/09/10/austria-stadium-forest-travel-newsource-orig.cnn,"Wörthersee Football Stadium in Klagenfurt, Austria, has been transformed into a forest by Swiss artist Klaus Littmann. Around 300 trees, some weighing up to six tons each, were transplanted to the stadium.",Wörthersee Football is a new stadium in Austria that is completely covered in trees. The stadium was built in an effort to be more eco-friendly and to give fans a more immersive experience.
4057,https://www.aljazeera.com/news/2019/09/trump-sacks-national-security-adviser-john-bolton-190910160524266.html,US president says he fired John Bolton because they 'disagree strongly' on many issues.,"US president Donald Trump has sacked his national security adviser, John Bolton. The move comes after a string of disagreements between the two men on key foreign policy issues."
4058,https://www.newsweek.com/bee-semen-queen-blind-mating-1458438,Scientists tracked queens during a period in their lives when they collect a lifetime's worth of sperm from males.,"Scientists tracked the movements of bees in an effort to understand how they mate. They found that the bees mate with many different partners, and that the queen bee is often blind to the identity of her mates."
4059,https://www.irishtimes.com/news/world/uk/london-police-looking-for-cyclist-who-headbutted-pedestrian-1.4013915,Video shows man incident in City of London which left 57-year-old needing stitches,Video shows a cyclist headbutting a pedestrian in a London park after the pedestrian asked the cyclist to slow down. The cyclist then rode away.
4060,https://www.cbsnews.com/video/north-korea-launches-projectiles-hours-after-it-offers-to-resume-talks-with-u-s/,"North Korea reportedly launched two more projectiles into the sea. South Korea’s military says the unidentified objects traveled about 200 miles, and splashed down in the water off the country's east coast. These are North Korea’s eighth round of launches sin…","North Korea has launched two projectiles into the sea, hours after it offered to resume talks with the U.S. The projectiles were launched from the country's east coast."
4061,https://www.nytimes.com/2019/09/10/world/middleeast/iran-women-sports-sahar-khodayari.html,"Women are banned from attending sports events in Iran, but Sahar Khodayari, 29, sneaked into a stadium to see her favorite soccer team play. She was sentenced to prison, and died after setting herself on fire in front of a courthouse.","Women are not allowed to attend sporting events in Iran, and Sahar Khodayari self-immolated and died after she was arrested for trying to enter a soccer stadium dressed as a man."
4062,http://www.aljazeera.com/news/2019/09/trump-sacks-national-security-adviser-john-bolton-190910160524266.html,US president says he fired John Bolton because they 'disagree strongly' on many issues.,"US president Donald Trump has sacked his national security adviser, John Bolton, amid disagreements over how to handle foreign policy challenges such as Iran, Afghanistan and North Korea."
4063,https://www.newsweek.com/fort-worth-mass-shooting-odessa-texas-1458498,Fort Worth police managed to stop suspect with mental health issues as he was attempting to purchase guns.,"Fort Worth police responded to a mass shooting in which seven people were killed and 22 others were injured. The shooting took place in Odessa, Texas."
4064,https://www.aljazeera.com/news/2019/09/india-southwest-monsoon-withdraw-time-190910085505531.html,"With more rain forecast for week ahead, official start of monsoon withdrawal may be delayed.","With more than 80 percent of India's farmland dependent on the rains, the withdrawal of the monsoon is crucial for farmers. The monsoon is also key for the country's economy, with agriculture accounting for about 15 percent of India's GDP."
4065,https://www.nytimes.com/2019/09/10/opinion/warren-trump-2020-election.html,But does she have Trump’s number? And what is going on with him anyway?,"But does Warren have what it takes to beat Trump in 2020? In this article, the New York Times argues that she does."
4066,https://www.businessinsider.com/nordstrom-opens-more-local-stores-for-returns-and-pick-ups-2019-9,"Nordstrom debuted its first Nordstrom Local hub in New York on Monday, in advance of the retailer's massive seven-story flagship store coming to Manhattan in October. The mostly merchandise-less shop serves as a venue to pick up online orders and make returns…",Nordstrom debuted two new smaller stores in the Los Angeles area that are focused on returns and pick-ups. The stores are a part of Nordstrom's strategy to focus on customer service and convenience.
4067,https://www.aljazeera.com/news/2019/09/kashmir-unrest-lead-pakistan-india-accidental-war-190910140000666.html,Pakistan FM accused India of turning Kashmir 'into the largest prison on this planet'.,"Pakistan FM says unrest in Kashmir could lead to 'accidental war' with India. He also said that Pakistan is ready to talk to India about the issue, but only if India is also ready to talk."
4068,https://www.bbc.co.uk/sport/cricket/49563768,Darren Stevens top-scores with 88 as Kent make 304 against bottom-of-the-table Nottinghamshire to all but ensure Division One status for next season.,"Darren Stevens hit an unbeaten century as Kent beat Essex by four wickets in the County Championship.

The 42-year-old all-rounder, who made his first-class debut in 1996, scored 103 not out as the visitors chased down their target of 269 with more than four overs to spare"
4069,https://www.irishtimes.com/news/world/us/donald-trump-fires-national-security-adviser-john-bolton-1.4013967,"White House national security adviser John Bolton resigned on Tuesday at the request of President Donald Trump, who said he called for the resignation due to numerous policy disagreements. “I informed John Bolton last night that his services are no longer nee…","White House National Security Adviser John Bolton has been fired by U.S. President Donald Trump. The firing was announced via Twitter by the President, who said he ""disagreed strongly with many of his suggestions."""
4070,https://www.cbsnews.com/live-news/iphone-11-annual-apple-event-today-brings-expectation-of-new-iphone-models-watch-and-more-live/,The company's annual product event comes as it's selling fewer and fewer iPhones,"The company's annual iPhone event is today, and is expected to bring new iPhone models, a new Watch, and more. The event will be live-streamed on the company's website."
4071,http://www.bbc.co.uk/news/uk-49639764,"The BBC confronts a British paedophile, who breached strict court orders by fleeing to Bulgaria.",The BBC reports that the UK government is preparing to ban Huawei from the country's 5G network. The move comes amid concerns about the company's ties to the Chinese government.
4072,https://markets.businessinsider.com/news/stocks/why-boeing-stock-price-could-rally-to-500-morgan-stanley-2019-9-1028513872,"Boeing has struggled since two crashes of its 737 Max aircraft led to the plane being grounded indefinitely. Still, analysts at Morgan Stanley think the company can recover and rally to $500 per share over the next 12 months. Morgan Stanley expects Boeing to …","Boeing has been in the news a lot lately for the grounding of its 737 Max planes. However, Morgan Stanley is bullish on the stock and believes it could rally to $500. The firm cites Boeing's strong backlog of orders and the recent $5 billion share buyback program as reasons for optimism."
4073,https://www.wsj.com/articles/amazons-new-multistory-warehouse-aims-to-cut-delivery-times-11568113201?mod=hp_lead_pos7,Having vertical distribution facilities closer to urban customers helps slash delivery times,Having vertical warehouses could cut Amazon's delivery times. The new multistory warehouses are being built in Seattle and Dallas.
4074,https://af.reuters.com/article/worldNews/idAFKCN1VV2AL,"Chinese oil companies such as Sinopec [SASADZ.UL], CNOOC Ltd and others have managed to reduce their shipments of Iranian oil but it is unclear which Chinese government parties might still be buying Iranian oil, a senior U.S. energy official said on Tuesday.","Chinese oil demand is expected to grow in 2019 despite concerns about the economy, according to the country's largest refiner Sinopec.
This is due to continued strong growth in the transportation sector, which accounts for about 60 percent of China's oil demand."
4075,https://www.aljazeera.com/news/2019/09/hong-kong-demonstrators-boo-chinese-anthem-football-qualifier-190910151525784.html,"Protesters sing 'Glory be to thee, Hong Kong' inside stadium hosting World Cup qualifier against Iran.","Protesters sing as they boo the Chinese national anthem during a World Cup qualifier football match between Hong Kong and Iran. The match was played in Hong Kong, which is a Special Administrative Region of China."
4076,https://abcnews.go.com/US/wireStory/federal-judge-blocks-north-dakota-law-requiring-doctors-65512103,"Get breaking national and world news, broadcast video coverage, and exclusive interviews. Find the top news online at ABC news.","Get breaking news alerts and special reports. The news and stories that matter, delivered weekday mornings. A federal judge has blocked a North Dakota law that would have required doctors to tell patients that abortion can be reversed."
4077,https://www.newsweek.com/condoleezza-rice-backs-donald-trump-cancelling-taliban-camp-david-peace-deal-meeting-good-decision-1458413,Trump said he had been ready to meet Taliban leaders on Sunday but cancelled the visit following the death of a U.S. soldier in Afghanistan last week.,"Trump said that he had cancelled the secret meeting at Camp David with the Taliban and Afghan leaders. He also said that the U.S. is ""not looking for peace"" in Afghanistan."
4078,https://www.nytimes.com/2019/09/10/dining/taco-editor-texas-monthly-jose-r-ralat.html,"Keeping with its mission to chronicle all things Texan, the Austin-based magazine has hired a taco expert, José R. Ralat.","Keeping with the Tex-Mex tradition, Jose R. Ralat has been appointed the first taco editor for Texas Monthly. Ralat, who has been writing about tacos for the past decade, will be in charge of the magazine's taco coverage, including its annual list of the best tacos in Texas."
4079,https://www.cbsnews.com/news/rand-paul-attacker-appeals-court-orders-resentencing-rene-boucher/,"The three-judge panel said it found ""no compelling justification"" for Rene Boucher's 30-day sentence","The three-judge panel said that the 21-month prison sentence given to Rene Boucher was ""unreasonably lenient"" and ordered him to be resentenced. Boucher attacked Sen. Rand Paul in 2017, breaking six of his ribs."
4080,https://www.cnn.com/travel/article/new-delhi-airport-man-impersonates-senior-citizen/index.html,A 32-year-old man was detained at Indira Gandhi International Airport in New Delhi while attempting to pass through security with a fake passport claiming that he was 81 years old,"A 32-year-old man was arrested at the Indira Gandhi International Airport in New Delhi after he tried to pass himself off as a senior citizen to get a cheaper air ticket. The man, who was not identified, was caught when airport staff became suspicious of his ID."
4081,https://www.irishtimes.com/business/economy/duty-free-shopping-to-return-in-event-of-no-deal-minister-for-finance-says-1.4013651,Ireland will reciprocate British decision to allow excise free shopping,"Ireland will bring back duty-free shopping if the UK leaves the EU without a deal, the Minister for Finance has said.

This would mean that travellers between the UK and Ireland would be able to buy goods without paying taxes or duties."
4082,https://www.aljazeera.com/news/2019/09/saudi-arabia-accused-recruiting-child-soldiers-sudanese-mercenaries-190910165241256.html,Allegations come as Sudanese officials call for Yemen peace deal and for Sudanese troops there to return home.,"Allegations come that Saudi Arabia has been recruiting child soldiers from Sudan to fight in the Yemen war. The Sudanese government has been turning a blind eye to the practice, which has been going on for years."
4083,https://abcnews.go.com/US/wireStory/states-sue-sec-claiming-investors-left-rules-65512639,"Six states and the District of Columbia have sued the Securities and Exchange Commission, saying the regulatory agency is putting investors in jeopardy by relaxing rules for brokers",Six states are suing the SEC for not properly protecting investors from Wall Street firms. The states say that the SEC has failed to enforce its own rules and has let firms take advantage of investors.
4084,https://www.newsweek.com/russian-sailors-rescue-north-korean-man-lost-sea-10-hours-cannot-explain-how-got-there-1458465,"The man managed to keep himself afloat using two bits of plastic foam, surviving until the Russian vessel picked him up near the coast.",The man was found by Russian sailors 10 hours after he went missing. He is from North Korea and was on a fishing boat when he went missing.
4085,https://www.irishtimes.com/life-and-style/motors/frankfurt-motor-show-opel-aims-for-e-offensive-while-audi-goes-mad-max-1.4013703,Audi's AI-Trail is an autonomous Mad Max creation for the Generation-i,Audi's AI-Trail is a new concept car that was unveiled at the Frankfurt Motor Show. The car is designed to be an off-road vehicle that can be controlled by artificial intelligence.
4086,https://www.nytimes.com/2019/09/10/books/review/guest-house-for-young-widows-azadeh-moaveni.html,Azadeh Moaveni’s “Guest House for Young Widows” tries to understand why middle-class girls and women would join a jihadist movement.,"Azadeh Moaveni’s “Guest House for Young Widows” is a moving and insightful look at the lives of young Muslim women who have been radicalized and joined ISIS. Moaveni tells the stories of these women with compassion and understanding, giving readers a rare glimpse into their"
4087,https://abcnews.go.com/US/escaped-murder-suspect-added-15-wanted-list-us/story?id=65508350,Blane Barksdale and his wife escaped by overpowering the transport team.,"Blane Barksdale, an escaped murder suspect, has been added to the 15 Most Wanted list by the US Marshals. Barksdale escaped from an Arizona prison with his wife, Susan, on August 26."
4088,https://www.bbc.co.uk/programmes/w172wq4w4gndr5q,"The UK parliament has officially been suspended for five weeks. Where does this leave the Brexit process? Also in the programme: An international study says governments should invest over a trillion dollars to adapt to climate change, and the challenge facing…","The UK is set to leave the European Union on 31 October. Prime Minister Boris Johnson has said the UK will leave ""do or die""."
4089,https://www.bbc.co.uk/news/business-49651116,The company that owns Vauxhall says it will halt UK investment while the Brexit outcome remains uncertain.,"The company, which is based in the US, has been struggling to keep up with demand for its products. It has also been facing criticism over its working conditions."
4090,https://abcnews.go.com/Health/wireStory/scientists-rethink-alzheimers-diversifying-drug-search-65510181,"Get breaking national and world news, broadcast video coverage, and exclusive interviews. Find the top news online at ABC news.",Get breaking news on Alzheimer's disease research as scientists are rethinking the drug search process in order to find more diverse treatments. A new study looks at the possibility of using drugs that target specific proteins in the brain.
4091,https://abcnews.go.com/Travel/wireStory/popular-texas-fishing-spot-rollover-pass-closing-month-65509257,The Rollover Pass manmade channel along the Gulf of Mexico will close this month due to erosion concerns after more than 60 years as a popular Texas fishing and tourism spot,"The Rollover is a popular fishing spot in Texas that is set to close at the end of the month. The pass has been a popular spot for fishing and recreation for years, but is being closed due to safety concerns."
4092,https://www.cnn.com/2019/09/10/us/mississippi-school-bus-crash/index.html,"Seven children were injured and a driver was killed in a school bus crash in Mississippi on Tuesday morning, authorities said.",Seven children were killed and dozens more injured when a school bus crashed into a tree in Mississippi. The bus was carrying students from grades K-8.
4093,https://www.irishtimes.com/news/world/middle-east/iranian-female-football-fan-who-tried-to-enter-stadium-dies-1.4013846,Call for reform after ‘blue girl’ facing jail sentence for trying to enter ground set herself on fire,"Call for an end to discrimination against women in Iran after a female fan who tried to enter a stadium to watch a football match died after setting herself on fire. The woman, known only as Sahar, was a 29-year-old Iranian who was a fan of the Tehran-based football team, Perse"
4094,https://www.irishtimes.com/business/manufacturing/bmw-warns-it-could-reduce-uk-output-over-hard-brexit-1.4013751,"BMW would reduce output at its plant in Oxford by eliminating a work shift should the UK opt for a hard Brexit, according to its chief financial officer. The German carmaker already plans to completely halt production on the October 31st deadline when Britain…",BMW would reduce their output in the United Kingdom if a hard Brexit occurs. This would be due to the increase in tariffs.
4095,https://www.bbc.co.uk/news/blogs-news-from-elsewhere-49646745,A competition seeks creative ideas to make old buildings in Hanoi more suited to modern living.,A competition in China is asking people to submit videos of them destroying their iPhones as a way to protest against the US-China trade war. The winner will receive a new iPhone.
4096,https://www.businessinsider.com/apple-tv-plus-streaming-service-price-launch-date-2019-9,"Apple TV Plus, the company's new streaming service, will cost just $5 a month when it launches on November 1. Apple CEO Tim Cook made the announcement Tuesday at Apple's biggest event of the year, where the company is expected to announce a new lineup of iPho…",Apple TV is a new streaming service that will be available on November 1st. The service will cost $4.99 per month and will offer original programming.
4097,https://www.bbc.co.uk/sport/rugby-union/49649056,Danny Care says selecting players for international teams on the basis of their residency or relations will inevitably breed resentment.,Danny Care has been ruled out of England's World Cup squad after suffering an Achilles injury. The scrum-half will be replaced by Wasps' Dan Robson.
4098,https://www.nytimes.com/2019/09/10/science/human-ancestor-skull-computer.html,"By comparing fossils and CT scans, researchers say they have reconstructed the skull of the last common forebear of modern humans.","By comparing the newly discovered skull to other known fossils, scientists were able to create a computer model that reveals what the face of the human ancestor would have looked like. The model shows that the ancestor would have had a small nose, protruding jaw and large eyes."
4099,https://www.bbc.co.uk/news/uk-politics-49652006,Jeremy Corbyn says workers are getting a much smaller share of national income than they used to. Is he right?,"Jeremy Corbyn has been criticised for his response to the findings of an inquiry into anti-Semitism in the Labour Party. The report found that there were ""serious failings"" in the way the party had dealt with anti-Semitism and that Mr Corbyn had ""failed"" to provide ""effective leadership"" on the issue."
4100,https://www.businessinsider.com/monzo-developing-merchant-block-control-feature-2019-9,"This is an excerpt from a story delivered exclusively to Business Insider Intelligence Banking subscribers. To receive the full story plus other insights each morning, click here. UK neobank Monzo has been testing a ""merchant block"" among select beta-testing …","This is an article about Monzo, a UK-based bank, developing a new merchant block control feature. This feature will allow users to block certain merchants from charging their account."
4101,https://www.newsweek.com/robert-reich-america-will-bounce-back-1458538,"Whenever privilege and power conspire to pull us backward, we eventually rally and move forward.","Whenever privilege is challenged, there is always a backlash. This is happening in America right now, but Robert Reich is optimistic that America will bounce back."
4102,https://www.cnn.com/2019/09/10/entertainment/joaquin-phoenix-river-trnd/index.html,"Joaquin Phoenix is known for being extremely private and rarely mentions his late brother, River.","Joaquin Phoenix gave a moving speech at the Venice Film Festival after his film ""Joker"" won the top prize. In his speech, he paid tribute to his brother River, who died of a drug overdose in 1993."
4103,https://www.nytimes.com/2019/09/10/podcasts/the-daily/a-historic-peace-plan-collapses.html,"After 18 years of war in Afghanistan, the United States was talking to the Taliban. But President Trump called off the negotiations just as they appeared to be nearing an agreement.","After 18 months of negotiations, a peace plan to end the war in Afghanistan has collapsed. The plan, which was brokered by the United States and the Taliban, would have seen the Taliban agree to a ceasefire and enter into peace talks with the Afghan government."
4104,https://www.nytimes.com/2019/09/10/dining/don-julio-buenos-aires-steakhouse.html,"The owner, Pablo Rivero, shepherded the restaurant from its beginnings as a mom-and-pop restaurant to its current perch as the top steakhouse in Argentina.","The owner, Alejandro Iglesias, opened the restaurant in 2009 as a tribute to his father, who loved Argentine steak. The restaurant is known for its dry-aged beef, which is aged for 28 days."
